resource,message_id,translated,notes
103,3,Vou usar com sabedoria.,
103,4,Eles nunca limpam?,
103,6,"Algo está pendurado na parede.  
Um texto antigo, talvez...",
103,7,"<Teologia> <PART>
Poder místico concedido apenas aos deuses <PART> ---- <PART>
fragmentos do poder de Yggdrasil <PART> ---- <PART> pedras-selo.
Assumindo a forma de bolas de luz no
mundo humano, eles confundem a visão de
quem não sabe.
Se houvesse uma maneira de manuseá-los, eles
seriam de grande ajuda... <PART>
---
 <PART> <Teologia> <PART>
O poder místico de uma pedra-selo exerce enorme
influência sobre seu entorno.

Ao encontrar uma em um campo de batalha desconhecido,
pegue-a sem receio.
O posicionamento de uma pedra-selo transforma um lugar, abertando novos caminhos. <PART>
---",
103,393,Adquirido <PART> OTH,
103,394,Perdido <PART> OTH,
103,395,,
103,2508,,
103,2513,,
103,2548,,
103,2553,,
103,2588,,
103,2593,,
103,2628,,
103,2633,,
103,2668,,
103,2673,,
103,2708,,
103,2713,,
103,2796,,
103,2801,,
103,2836,,
103,2841,,
103,1,Sair,not displayed by the event script
103,2,,
103,5,,
103,2863,Villnore,not displayed by the event script
103,2864,,
103,2878,,
103,2883,,
