resource,message_id,translated,notes
101,3,"Mês O, Dia O
A outra guilda descobriu...novo minério...
Mês X, Dia X
...transformou em...monstro...
Agora...para esmagar...veia.
Mês X, Dia O
...os caras não podem ser contidos.
As baixas são...não sei o que...",
101,4,"Parece ser uma página de diário, mas está ilegível em alguns pontos.",
101,391,Adquirido <PART> OTH,
101,392,Perdido <PART> OTH,
101,393,"Dinheiro
<PART> OUT",
101,2503,,
101,2508,,
101,2543,,
101,2548,,
101,2583,,
101,2588,,
101,2623,,
101,2628,,
101,2663,,
101,2668,,
101,2703,,
101,2708,,
101,2791,,
101,2796,,
101,2831,,
101,2836,,
101,1,Sair,not displayed by the event script
101,2,Verificar,
101,5,Adquirido <PART> Amuleto à Prova de Terra,
101,2861,Villnore,not displayed by the event script
101,2863,Adquiriudo <PART> Inteligência do Guerreiro,
101,2864,Adquirida <PART> Experiência de Especialista,
101,2875,,
101,2880,,
