resource,message_id,translated,notes
121,5,,
121,6,,
121,11,,
121,12,,
121,13,,
121,14,,
121,15,,
121,16,,
121,17,,
121,18,,
121,19,,
121,20,,
121,21,,
121,22,,
121,23,,
121,24,,
121,25,,
121,26,,
121,27,,
121,28,,
121,29,,
121,30,,
121,31,,
121,32,,
121,33,,
121,34,,
121,2,,not displayed by the event script
121,3,,not displayed by the event script
121,4,,
121,7,,not displayed by the event script
121,8,,not displayed by the event script
121,9,,not displayed by the event script
121,10,,not displayed by the event script
121,35,,
121,665,,not displayed by the event script
121,2825,,not displayed by the event script
121,2826,,not displayed by the event script
121,2827,,not displayed by the event script
