resource,message_id,translated,notes
83,4,"Eu estive nas ruínas lá nas montanhas. <PART>
---
Elas são uma visão impressionante, bem no meio do nada. <PART>
---
Tinha monstros, então eu não pude entrar. Essas ruínas realmente são algo. <PART>
---
Quem quer que tenha construído aquele lugar com certeza sabia o que estava fazendo.",
83,400,,
83,401,,
83,402,,
83,2263,,
83,2264,,
83,2266,,
83,2303,,
83,2304,,
83,2306,,
83,2343,,
83,2344,,
83,2346,,
83,2383,,
83,2384,,
83,2386,,
83,2423,,
83,2424,,
83,2426,,
83,2463,,
83,2464,,
83,2466,,
83,2551,,
83,2552,,
83,2554,,
83,2591,,
83,2592,,
83,2594,,
83,2809,"Vai ficar?
Temos um quarto com vista disponível.",
83,2810,Bem-vindo. Gostaria de um quarto?,
83,2811,"Ora, hóspedes procurando quarto?",
83,2812,"Vocês são viajantes, certo? Vão ficar?",
83,2813,"Saudações. Vocês parecem
estar procurando quarto. Acertou?",
83,2814,"É uma honra recebê-los.
Reservo seu quarto?",
83,2815,"Que pena.
Volte se mudar de ideia.",
83,2816,"Por favor, visitem-nos novamente
quando tiverem chance.",
83,2817,Droga. E eu já estava animado.,
83,2818,"Sigam seu caminho, sem vadiagem.",
83,2819,"Bem, é sua perda.
Está perdendo um ótimo serviço.",
83,2820,"Se a oportunidade surgir,
volte a nos honrar.",
83,2821,"Deixe a canção das ondas
ser seu convite ao sono.",
83,2822,"Por favor, aproveite a estadia.",
83,2823,"Então vai ficar mesmo?
Descanse!",
83,2824,"Acabei de trocar os lençóis.
Vai dormir como um bebê!",
83,2825,"Café da manhã equilibrado por nossa conta!
Durma bem.",
83,2826,"Devem estar exaustos.
Por favor, fiquem à vontade.",
83,2827,"Volte em breve!
Que as bênçãos do mar estejam com vocês.",
83,2828,"Obrigada pela preferência.
Se cuidem.",
83,2829,Passem aqui quando estiverem pela área.,
83,2830,"Descansou bem, não é?
Cuidado lá fora!",
83,2831,"Hehe, dormiu bem? Volte sempre!",
83,2832,"Confio que descansaram bem.
Esperamos servi-los de novo em breve.",
83,2833,"Ahn, parece que falta dinheiro.",
83,2834,"Receio que seria impossível permitir
que fiquem sem pagar a taxa devida.",
83,2835,"Ora, isso não serve. Vocês não podem pagar.",
83,2836,"Não é o bastante! Que história é essa?
Isso é um negócio, sabiam!",
83,2837,"Hmm... Parece que falta um pouco.
Voltem quando tiverem o dinheiro!",
83,2838,"Receio que precisamos do pagamento total
para alocar os quartos.",
83,1,Sair,not displayed by the event script
83,3,Falar,not displayed by the event script
83,2806,Diária: <PART> OTH,not displayed by the event script
83,2807,Sim,not displayed by the event script
83,2808,Não,not displayed by the event script
83,2839,Coriander,not displayed by the event script
83,2956,,
83,2957,,
83,2958,Dono da Pousada,not displayed by the event script
83,2975,,
83,2976,,
83,2978,,
