resource,message_id,translated,notes
255,410,Jessica <PART> entrou para o grupo.,
255,430,,
255,438,,
255,273,"Se houver alguma maneira de lhe ser útil,
será um prazer.",
255,293,,
255,301,,
255,314,A alma de uma arqueira emana do arco.,
255,319,"A materialização é impossível
sem a Silmeria...",
255,316,Realizar a materialização?,not displayed by the event script
255,317,Sim,not displayed by the event script
255,318,Não,not displayed by the event script
255,320,Templo de Audoula no Lago,not displayed by the event script
255,406,,
255,407,,
255,408,,
255,450,,
255,470,,
255,478,,
