resource,message_id,translated,notes
1297,2752,,
1297,2753,,
1297,2754,,
1297,2755,,
1297,2756,,
1297,2757,,
1297,2758,,
1297,2759,,
1297,2760,,
1297,918,O que é isso?... Cheiro de morto-vivo.,
1297,925,Esperto.,
1297,920,Mas que negócios uma humana e uma meio-elfa teriam aqui em Asgard?,
1297,921,Viemos derrubar o seu rei!,
1297,922,Malditos idiotas... Têm noção do quanto soam ridículos?,
1297,923,Ninguém pediu sua opinião!,
1297,924,Não vou permitir que pragas como vocês manchem o solo sagrado de Asgard...,
1297,2366,,
1297,2367,,
1297,2368,,
1297,3,,
1297,4,,not displayed by the event script
1297,5,,
1297,6,,
1297,7,,
1297,2372,,
1297,2761,,
1297,2762,,
