resource,message_id,translated,notes
1269,1,"Como é ter o poder
e o espírito de um deus dentro de você?",
1269,8,"Por que pergunta, do nada?",
1269,2,"Ah, só fiquei curiosa.",
1269,3,"Por muito tempo, foi um fardo.",
1269,12,"Meus pais não me amavam. Fui
alienada, desprezada... e então banida
do reino.",
1269,10,Eu sentia como se fosse amaldiçoada.,
1269,9,Sinto muito.,
1269,11,É diferente agora.,
1269,4,"Sem a Silmeria eu não conseguiria
salvar Midgard ou minha terra natal.",
1269,13,Ou me salvar do meu próprio destino.,
1269,7,Devia ter ficado na minha.,
1269,14,Perdoe-me.,
1269,2754,,
1269,2755,,
1269,2756,,
1269,2757,,
1269,2758,,
1269,2759,,
1269,2760,,
1269,2761,,
1269,2762,,
1269,2293,,
1269,2294,,
1269,2295,,
1269,17,,
1269,18,,not displayed by the event script
1269,19,,
1269,20,,
1269,21,,
1269,2667,,
1269,2752,,
1269,2753,,
