resource,message_id,translated,notes
47,2,"Achei que rezaria por segurança aqui antes de começar minha jornada. <PART>
---
É estranho rezar por segurança para uma Donzela de Batalha que traz a morte. <PART>
---
Para os guerreiros, ser escolhido é uma honra, e algum dia espero conhecê-la. <PART>
---
Mas isso significa realmente morrer, né? Acho que prefiro não pensar sobre isso.",
47,3,A vida eterna nos céus é prometida àqueles escolhidos para se tornarem einherjar.,
47,4,,
47,5,,
47,6,,
47,7,,
47,9,"<Teologia> <PART>
Donzela Guerreira, Defensora dos Caídos... A valquíria é conhecida por muitos nomes. Por ordem de Odin, Rei dos Aesir, a valquíria escolhe almas corajosas e as conduz a Valhalla para prepará-las para a iminente guerra dos deuses. <PART>
---
<PART> <Teologia> <PART>
Dizem que ela surge como uma visão de beleza para os guerreiros que morrem heroicamente.

Aqueles escolhidos por ela caminham pelos céus como einherjar, soldados dos deuses.",
47,10,"<Teologia> <PART>
...Ao final da longa guerra, aquele que tomou o trono dos deuses foi o senhor dos Aesir, Odin. Mas a guerra destruiu tudo, não deixando nada para governar.
Assim, Odin recriou a raça humana em Midgard, tornando-se, dessa forma, o pai de toda a existência.",
47,347,,
47,348,,
47,349,,
47,2215,,
47,2223,,
47,2255,,
47,2263,,
47,2295,,
47,2303,,
47,2335,,
47,2343,,
47,2375,,
47,2383,,
47,2415,,
47,2423,,
47,2503,,
47,2511,,
47,2543,,
47,2551,,
47,1,Sair,not displayed by the event script
47,8,Ler,
47,11,<Teologia>,
47,12,Sobre a Origem do Homem,
47,13,Sobre as Valquírias,
47,2562,Solde,not displayed by the event script
47,2754,Adquiriu <PART> Ovo Dourado,
47,2755,Aventureira,not displayed by the event script
47,2756,Habitante,not displayed by the event script
47,2757,Garota,not displayed by the event script
47,2779,,
47,2787,,
